id,role,role_full,name,team,season,season_weight,apps,avg,fanta_avg,goals,assists,yc,rc,pens_scored,pens_missed,own_goals,goals_conceded
350,P,Por,Donnarumma G.,Milan,2020_21,0.3277,37,6.28,5.32,0,0,1,0,1,0,0,38
453,P,Por,Szczesny,Juventus,2020_21,0.3277,30,6.22,5.38,0,1,0,0,2,0,0,32
250,P,Por,Handanovic,Inter,2020_21,0.3277,37,6.03,5.23,0,0,1,0,2,0,1,33
610,P,Por,Gollini,Atalanta,2020_21,0.3277,25,6.1,5.26,0,0,0,1,2,0,0,26
761,P,Por,Audero,Sampdoria,2020_21,0.3277,37,6.38,5.11,0,1,0,0,2,0,0,54
509,P,Por,Consigli,Sassuolo,2020_21,0.3277,37,6.38,4.93,0,0,1,0,1,0,0,56
572,P,Por,Meret,Napoli,2020_21,0.3277,22,6.2,4.89,0,0,0,0,0,0,0,29
218,P,Por,Perin,Genoa,2020_21,0.3277,32,6.25,4.83,0,0,1,1,0,0,0,44
1917,P,Por,Dragowski,Fiorentina,2020_21,0.3277,36,6.21,4.85,0,0,0,0,2,0,0,55
2178,P,Por,Cragno,Cagliari,2020_21,0.3277,34,6.37,4.79,0,0,1,0,0,0,0,53
387,P,Por,Reina,Lazio,2020_21,0.3277,29,6.12,4.69,0,0,1,0,0,0,0,41
2211,P,Por,Silvestri,Verona,2020_21,0.3277,34,6.21,4.9,0,0,1,0,0,0,1,42
2468,P,Por,Ospina,Napoli,2020_21,0.3277,16,6.09,5.34,0,1,2,0,0,0,0,12
133,P,Por,Skorupski,Bologna,2020_21,0.3277,28,6.09,4.64,0,0,1,0,2,0,0,46
2792,P,Por,Musso,Udinese,2020_21,0.3277,35,6.13,4.6,0,0,5,0,0,0,0,51
4,P,Por,Sportiello,Atalanta,2020_21,0.3277,15,6.23,5.03,0,0,0,0,1,0,0,21
2815,P,Por,Terracciano,Fiorentina,2020_21,0.3277,4,6.25,6,0,0,0,0,1,0,0,4
4419,P,Por,Pau Lopez,Roma,2020_21,0.3277,21,6.1,4.71,0,0,0,0,0,0,0,29
282,P,Por,Buffon,Juventus,2020_21,0.3277,8,6.31,6.06,0,0,0,0,1,0,0,5
1934,P,Por,Strakosha,Lazio,2020_21,0.3277,9,5.94,4.33,0,0,1,0,0,0,0,14
2814,P,Por,Provedel,Spezia,2020_21,0.3277,29,6.05,4.24,0,0,1,0,1,0,0,55
4964,P,Por,Vicario,Cagliari,2020_21,0.3277,4,6.5,5,0,0,0,0,0,0,0,6
41,P,Por,Mirante,Roma,2020_21,0.3277,13,6.15,4.85,0,0,2,0,1,0,0,19
1843,P,Por,Radu I.,Inter,2020_21,0.3277,2,6,5.5,0,0,0,0,0,0,0,1
2179,P,Por,Sirigu,Torino,2020_21,0.3277,32,6.02,4.08,0,0,0,0,0,0,0,62
2781,P,Por,Fuzato,Roma,2020_21,0.3277,5,6.4,5,0,0,0,0,0,0,0,7
4957,P,Por,Montipo',Benevento,2020_21,0.3277,37,5.99,3.97,0,0,3,0,1,0,1,74
4996,P,Por,Pandur,Verona,2020_21,0.3277,4,6.12,4.62,0,0,0,0,0,0,0,6
159,P,Por,Sepe,Parma,2020_21,0.3277,36,6,3.89,0,0,0,0,0,0,0,76
611,P,Por,Rafael,Spezia,2020_21,0.3277,3,7,5.67,0,1,0,0,0,0,0,5
1890,P,Por,Festa,Crotone,2020_21,0.3277,1,7,6,0,0,0,0,0,0,0,1
4491,P,Por,Berardi A.,Verona,2020_21,0.3277,1,6,6,0,0,0,0,0,0,0,0
4520,P,Por,Letica,Sampdoria,2020_21,0.3277,1,6.5,6.5,0,0,0,0,0,0,0,0
5289,P,Por,Crespi,Crotone,2020_21,0.3277,1,6.5,6.5,0,0,0,0,0,0,0,0
220,P,Por,Ujkani,Torino,2020_21,0.3277,1,6,5,0,0,0,0,0,0,0,1
543,P,Por,Padelli,Inter,2020_21,0.3277,1,6,5,0,0,0,0,0,0,0,1
1889,P,Por,Cordaz,Crotone,2020_21,0.3277,36,6.17,3.62,0,0,1,0,0,0,0,91
1930,P,Por,Pinsoglio,Juventus,2020_21,0.3277,1,6,5,0,0,0,0,0,0,0,1
2170,P,Por,Milinkovic-Savic V.,Torino,2020_21,0.3277,5,5.8,4.6,0,0,0,0,0,0,0,6
5005,P,Por,Zoet,Spezia,2020_21,0.3277,7,6.07,4.29,0,0,1,0,0,0,0,12
5320,P,Por,Paleari,Genoa,2020_21,0.3277,3,6.17,5.17,0,0,0,0,0,0,0,3
3,P,Por,Radunovic,Atalanta,2020_21,0.3277,0,0,0,0,0,0,0,0,0,0,0
40,P,Por,Da Costa,Bologna,2020_21,0.3277,6,5.42,3.75,0,0,2,0,0,0,0,9
42,P,Por,Sarr M.,Bologna,2020_21,0.3277,0,0,0,0,0,0,0,0,0,0,0
160,P,Por,Tatarusanu,Milan,2020_21,0.3277,1,5,2,0,0,0,0,0,0,0,3
216,P,Por,Donnarumma An.,Milan,2020_21,0.3277,0,0,0,0,0,0,0,0,0,0,0
318,P,Por,Marchetti,Genoa,2020_21,0.3277,4,5.88,3.12,0,0,0,0,0,0,0,11
412,P,Por,Colombi,Parma,2020_21,0.3277,2,6,2.5,0,0,0,0,0,0,0,7
510,P,Por,Pegolo,Sassuolo,2020_21,0.3277,1,6.5,6.5,0,0,0,0,0,0,0,0
574,P,Por,Scuffet,Udinese,2020_21,0.3277,1,5,3,0,0,0,0,0,0,0,2
654,P,Por,Alastra,Parma,2020_21,0.3277,0,0,0,0,0,0,0,0,0,0,0
673,P,Por,Perisan,Udinese,2020_21,0.3277,0,0,0,0,0,0,0,0,0,0,0
1921,P,Por,Zima L.,Genoa,2020_21,0.3277,0,0,0,0,0,0,0,0,0,0,0
1946,P,Por,Aresti,Cagliari,2020_21,0.3277,0,0,0,0,0,0,0,0,0,0,0
2271,P,Por,Nicolas,Udinese,2020_21,0.3277,2,5.5,3,0,0,0,0,0,0,0,5
2297,P,Por,Rossi F.,Atalanta,2020_21,0.3277,0,0,0,0,0,0,0,0,0,0,0
2722,P,Por,Ravaglia F.,Bologna,2020_21,0.3277,4,5.88,3.38,0,0,0,0,0,0,0,10
2770,P,Por,Proto,Lazio,2020_21,0.3277,0,0,0,0,0,0,0,0,0,0,0
2790,P,Por,Rosati,Fiorentina,2020_21,0.3277,0,0,0,0,0,0,0,0,0,0,0
2798,P,Por,Dini,Parma,2020_21,0.3277,0,0,0,0,0,0,0,0,0,0,0
2845,P,Por,Contini,Napoli,2020_21,0.3277,0,0,0,0,0,0,0,0,0,0,0
4351,P,Por,Brancolini,Fiorentina,2020_21,0.3277,0,0,0,0,0,0,0,0,0,0,0
4431,P,Por,Carnesecchi,Atalanta,2020_21,0.3277,0,0,0,0,0,0,0,0,0,0,0
4523,P,Por,Avogadri,Sampdoria,2020_21,0.3277,0,0,0,0,0,0,0,0,0,0,0
4867,P,Por,Turati,Sassuolo,2020_21,0.3277,0,0,0,0,0,0,0,0,0,0,0
4883,P,Por,Breza,Bologna,2020_21,0.3277,0,0,0,0,0,0,0,0,0,0,0
4929,P,Por,Ciocci,Cagliari,2020_21,0.3277,0,0,0,0,0,0,0,0,0,0,0
4955,P,Por,Gori P.,Benevento,2020_21,0.3277,0,0,0,0,0,0,0,0,0,0,0
4956,P,Por,Manfredini,Benevento,2020_21,0.3277,1,5,4,0,0,0,0,0,0,0,1
4977,P,Por,Ravaglia,Sampdoria,2020_21,0.3277,0,0,0,0,0,0,0,0,0,0,0
4980,P,Por,Desjardins,Spezia,2020_21,0.3277,0,0,0,0,0,0,0,0,0,0,0
4981,P,Por,Krapikas,Spezia,2020_21,0.3277,0,0,0,0,0,0,0,0,0,0,0
5304,P,Por,Boer,Roma,2020_21,0.3277,0,0,0,0,0,0,0,0,0,0,0
5306,P,Por,Alia,Lazio,2020_21,0.3277,0,0,0,0,0,0,0,0,0,0,0
5333,P,Por,Gasparini,Udinese,2020_21,0.3277,0,0,0,0,0,0,0,0,0,0,0
5338,P,Por,Rinaldi,Parma,2020_21,0.3277,0,0,0,0,0,0,0,0,0,0,0
5345,P,Por,Farelli,Roma,2020_21,0.3277,0,0,0,0,0,0,0,0,0,0,0
4160,D,Dd;Ds;E,Hakimi,Inter,2020_21,0.3277,35,6.43,7.17,7,8,6,0,0,0,0,0
2160,D,E,Gosens,Atalanta,2020_21,0.3277,32,6.27,7.28,11,6,7,1,0,0,1,0
4292,D,Ds;E,Hernandez T.,Milan,2020_21,0.3277,33,6.21,6.86,7,5,9,0,0,0,0,0
554,D,Dd;E,Zappacosta,Genoa,2020_21,0.3277,25,6.22,6.72,4,2,3,0,0,0,0,0
798,D,Dc,Skriniar,Inter,2020_21,0.3277,32,6.31,6.58,3,0,1,0,0,0,0,0
254,D,Ds;E,Dimarco,Verona,2020_21,0.3277,35,6.14,6.57,5,3,6,0,0,0,0,0
697,D,Dd;E,Cuadrado,Juventus,2020_21,0.3277,29,6.31,6.64,2,9,9,1,0,1,0,0
2788,D,Dc,Bremer,Torino,2020_21,0.3277,33,6.08,6.5,5,0,2,0,0,0,0,0
4237,D,Dd;Ds;E,Danilo,Juventus,2020_21,0.3277,34,6.29,6.41,1,4,6,0,0,0,0,0
4307,D,Dc,Romero,Atalanta,2020_21,0.3277,31,6.34,6.44,2,2,10,0,0,0,0,0
581,D,Dd;E,Faraoni,Verona,2020_21,0.3277,34,6.07,6.46,4,5,8,0,0,0,0,0
2180,D,Dd;E,Karsdorp,Roma,2020_21,0.3277,34,6.06,6.29,1,6,2,0,0,0,0,0
2296,D,Dc,Mancini,Roma,2020_21,0.3277,33,6.14,6.41,4,2,10,0,0,0,0,0
2525,D,Dd;Ds;E,Darmian,Inter,2020_21,0.3277,23,6.2,6.63,3,3,5,0,0,0,0,0
322,D,Dc,De Vrij,Inter,2020_21,0.3277,32,6.22,6.28,1,0,2,0,0,0,0,0
706,D,Ds;E,Ansaldi,Torino,2020_21,0.3277,26,6.04,6.33,1,5,1,0,0,1,0,0
357,D,Dd;Ds;E,Calabria,Milan,2020_21,0.3277,32,6.23,6.28,2,1,7,0,0,0,1,0
1852,D,Dd;Ds;E,Spinazzola,Roma,2020_21,0.3277,25,6.2,6.52,2,4,0,0,0,0,1,0
2280,D,Dc,Nuytinck,Udinese,2020_21,0.3277,19,6.24,6.37,1,0,1,0,0,0,0,0
2633,D,Dc,Kjaer,Milan,2020_21,0.3277,28,6.27,6.25,0,1,3,0,0,0,0,0
4428,D,Dc,De Ligt,Juventus,2020_21,0.3277,25,6.22,6.3,1,1,4,0,0,0,0,0
4751,D,Dc,Tomori,Milan,2020_21,0.3277,17,6.26,6.44,1,0,0,0,0,0,0,0
4998,D,Dd;E,Molina N.,Udinese,2020_21,0.3277,25,5.84,6.26,2,5,1,0,0,0,0,0
226,D,Dd;Dc,Izzo,Torino,2020_21,0.3277,25,5.96,6.14,2,0,3,0,0,0,0,0
662,D,Ds;E,Alex Sandro,Juventus,2020_21,0.3277,24,6.06,6.23,2,1,2,0,0,0,1,0
2120,D,Dc,Bastoni,Inter,2020_21,0.3277,33,6.11,6.08,0,2,6,0,0,0,0,0
2816,D,Dd;E,Di Lorenzo,Napoli,2020_21,0.3277,36,5.97,6.15,3,3,11,0,0,0,0,0
4895,D,Dc,Yoshida,Sampdoria,2020_21,0.3277,29,6.1,6.21,1,2,5,0,0,0,0,0
74,D,Dd;Ds;E,Letizia,Benevento,2020_21,0.3277,22,6,6.41,3,1,2,0,0,0,0,0
252,D,Ds;E,Biraghi,Fiorentina,2020_21,0.3277,35,5.91,6.03,1,5,8,0,0,0,0,0
787,D,Dc,Djimsiti,Atalanta,2020_21,0.3277,33,6.09,6.03,0,2,8,0,0,0,0,0
1895,D,Dc,Ferrari G.,Sassuolo,2020_21,0.3277,34,6.07,6.03,0,2,7,0,0,0,0,0
2130,D,Dd;E,Hateboer,Atalanta,2020_21,0.3277,22,6.16,6.41,2,1,3,0,0,0,0,0
2197,D,E,Castagne,Atalanta,2020_21,0.3277,0,0,0,0,0,0,0,0,0,0,0
4421,D,Ds;E,Augello,Sampdoria,2020_21,0.3277,37,5.92,6.03,1,3,2,1,0,0,0,0
253,D,Dd;Dc;E,D'ambrosio,Inter,2020_21,0.3277,8,6.06,7.12,3,0,2,0,0,0,0,0
286,D,Dc,Bonucci,Juventus,2020_21,0.3277,25,5.98,6.16,2,0,3,0,0,0,0,0
513,D,Dc,Acerbi,Lazio,2020_21,0.3277,32,6.05,5.94,0,1,7,1,0,0,0,0
770,D,Ds;E,Pezzella Giu.,Parma,2020_21,0.3277,24,6.04,6.19,1,4,7,0,0,0,0,0
2164,D,Dd;Dc,Milenkovic,Fiorentina,2020_21,0.3277,34,5.84,5.97,3,0,7,1,0,0,0,0
2181,D,Dc,Palomino,Atalanta,2020_21,0.3277,31,5.97,6.05,1,1,3,0,0,0,0,0
2653,D,Ds;E,Lykogiannis,Cagliari,2020_21,0.3277,30,5.8,6.1,4,2,6,2,0,0,0,0
2784,D,Dc,Colley,Sampdoria,2020_21,0.3277,29,5.88,5.98,2,0,6,0,0,0,0,0
4409,D,Dd;Ds;Dc,Rrahmani,Napoli,2020_21,0.3277,14,6.14,6.29,1,0,2,0,0,0,0,0
5332,D,Ds;E,Bastoni S.,Spezia,2020_21,0.3277,21,6,6.26,1,6,7,0,0,0,0,0
392,D,Dc,Koulibaly,Napoli,2020_21,0.3277,26,6.17,5.98,0,0,8,1,0,0,0,0
464,D,Dd;E,Florenzi,Roma,2020_21,0.3277,0,0,0,0,0,0,0,0,0,0,0
695,D,Dc,Toloi,Atalanta,2020_21,0.3277,31,5.94,5.97,2,0,10,0,0,0,0,0
2315,D,Dd;Dc;E,Stryger Larsen,Udinese,2020_21,0.3277,32,5.8,5.98,2,0,0,0,0,0,0,0
2572,D,Dc,Godin,Cagliari,2020_21,0.3277,28,5.89,5.95,1,0,3,0,0,0,0,0
2739,D,Ds;E,Reca,Crotone,2020_21,0.3277,30,5.9,6.05,2,2,7,0,0,0,0,0
2747,D,Ds;Dc,Paz,Bologna,2020_21,0.3277,6,6,6.5,1,0,0,0,0,0,0,0
2759,D,Ds;Dc;E,Criscito,Genoa,2020_21,0.3277,22,6.09,6.09,1,0,6,0,0,1,0,0
4422,D,Dd;Dc,Tomiyasu,Bologna,2020_21,0.3277,31,5.94,6,2,0,4,0,0,0,1,0
4899,D,Dd;Dc;E,Singo,Torino,2020_21,0.3277,27,5.91,6.02,1,2,2,1,0,0,0,0
140,D,Dd;Ds;E,Hysaj,Napoli,2020_21,0.3277,21,5.93,5.93,0,1,2,0,0,0,0,0
329,D,Ds;Dc,Radu,Lazio,2020_21,0.3277,30,5.82,5.88,0,3,2,0,0,0,0,0
459,D,Dc,Manolas,Napoli,2020_21,0.3277,29,6,5.91,0,0,5,0,0,0,0,0
790,D,Ds;Dc,Samir,Udinese,2020_21,0.3277,29,5.9,5.9,1,0,6,0,0,0,0,0
2104,D,Dd;E,Bereszynski,Sampdoria,2020_21,0.3277,31,5.84,5.9,1,0,2,0,0,0,0,0
2192,D,Dc,Bonifazi,Udinese,2020_21,0.3277,28,5.88,5.8,0,0,4,0,0,0,0,0
2214,D,Ds;Dc;E,Kolarov,Inter,2020_21,0.3277,4,5.12,5.38,0,1,0,0,0,0,0,0
2707,D,Dd;Ds;E,Young,Inter,2020_21,0.3277,22,5.91,6.14,1,4,4,0,0,0,0,0
2758,D,Dc,Gunter,Verona,2020_21,0.3277,25,5.98,5.98,0,2,4,0,0,0,0,0
4242,D,Dd;Ds;E,Dalot,Milan,2020_21,0.3277,17,5.91,6.03,1,1,4,0,0,0,0,0
4412,D,Dc,Rodrigo Becao,Udinese,2020_21,0.3277,33,5.82,5.83,1,0,5,0,0,0,0,0
4461,D,Dd;E,Zappa,Cagliari,2020_21,0.3277,31,5.85,5.94,0,4,3,0,0,0,0,0
4521,D,Dd;Dc;E,Muldur,Sassuolo,2020_21,0.3277,27,5.96,5.96,0,1,2,0,0,0,0,0
4891,D,Dc,Soumaoro,Bologna,2020_21,0.3277,20,5.82,5.88,1,0,4,0,0,0,0,0
4982,D,Dc,Erlic,Spezia,2020_21,0.3277,22,5.82,6.14,3,1,6,0,0,0,0,0
4994,D,Dd;E,Vojvoda,Torino,2020_21,0.3277,19,5.71,6.03,2,2,4,0,0,0,0,0
5375,D,Dd;E,Maehle,Atalanta,2020_21,0.3277,18,5.92,6.03,0,2,0,0,0,0,0,0
244,D,Dd;E,Ghiglione,Genoa,2020_21,0.3277,23,5.89,5.98,0,4,4,0,0,0,0,0
261,D,Dc,Ranocchia,Inter,2020_21,0.3277,8,6.25,6.25,0,1,2,0,0,0,0,0
287,D,Dd;Ds;Dc,Caceres,Fiorentina,2020_21,0.3277,26,5.73,5.96,2,2,4,0,0,0,0,0
288,D,Dc,Chiellini,Juventus,2020_21,0.3277,16,6.09,5.91,0,1,4,0,0,0,1,0
294,D,Dc,Rugani,Cagliari,2020_21,0.3277,12,5.79,6.04,1,1,2,0,0,0,0,0
460,D,Dc,Romagnoli,Milan,2020_21,0.3277,22,5.98,6,1,1,7,0,0,0,0,0
487,D,Dd;E,De Silvestri,Bologna,2020_21,0.3277,28,5.71,5.86,2,0,4,0,0,0,0,0
546,D,Dd;E,Bruno Peres,Roma,2020_21,0.3277,26,5.87,5.94,1,2,6,0,0,0,0,0
640,D,Dd;Dc,Chiriches,Sassuolo,2020_21,0.3277,23,5.7,5.78,2,1,6,0,0,0,1,0
729,D,Dd;E,Pereira P.,Crotone,2020_21,0.3277,34,5.72,5.75,0,4,6,0,0,0,0,0
2006,D,Dd;E,Lirola,Fiorentina,2020_21,0.3277,11,5.91,5.86,0,1,3,0,0,0,0,0
2309,D,Dc,Pezzella Ger.,Fiorentina,2020_21,0.3277,32,5.75,5.77,1,0,5,0,0,0,0,0
4426,D,Dd;Ds;E,Toljan,Sassuolo,2020_21,0.3277,24,5.79,5.83,0,2,2,0,0,0,0,0
4958,D,Ds;Dc,Caldirola,Benevento,2020_21,0.3277,22,5.75,5.91,2,0,3,1,0,0,0,0
5010,D,Dc,Ismajli,Spezia,2020_21,0.3277,16,5.78,5.94,1,1,1,1,0,0,0,0
73,D,Ds;Dc,Gagliolo,Parma,2020_21,0.3277,26,5.69,5.81,2,0,6,0,0,0,0,0
142,D,Ds;E,Mario Rui,Napoli,2020_21,0.3277,24,5.92,5.9,0,1,4,0,0,0,0,0
144,D,Dc,Tonelli,Sampdoria,2020_21,0.3277,22,5.95,5.84,1,0,11,0,0,0,0,0
358,D,Dd;Ds;E,De Sciglio,Juventus,2020_21,0.3277,1,6,6,0,0,0,0,0,0,0,0
548,D,Dc,Glik,Benevento,2020_21,0.3277,36,5.65,5.67,2,1,7,1,0,0,1,0
1891,D,Dd;Dc,Ceccherini,Verona,2020_21,0.3277,28,5.91,5.66,0,0,10,0,0,0,1,0
2062,D,Dc,Bastos,Lazio,2020_21,0.3277,2,5.75,5.75,0,0,0,0,0,0,0,0
2252,D,Ds;Dc,Marchizza,Spezia,2020_21,0.3277,22,5.84,5.84,0,2,4,0,0,0,0,0
2318,D,Ds;E,Rogerio,Sassuolo,2020_21,0.3277,26,5.88,5.81,0,0,4,0,0,0,0,0
2769,D,Dc,Magnani,Verona,2020_21,0.3277,23,6.09,5.83,0,0,8,0,0,0,1,0
2865,D,Dd;E,Aina,Torino,2020_21,0.3277,0,0,0,0,0,0,0,0,0,0,0
2869,D,Ds;Dc,Djidji,Crotone,2020_21,0.3277,18,5.58,5.64,1,0,4,0,0,0,0,0
2870,D,Dc,Troost-Ekong,Udinese,2020_21,0.3277,0,0,0,0,0,0,0,0,0,0,0
4323,D,Ds;E,Zeegelaar,Udinese,2020_21,0.3277,24,5.79,5.79,1,0,6,0,0,0,0,0
4493,D,Dc,Dawidowicz,Verona,2020_21,0.3277,27,5.87,5.72,0,0,9,0,0,0,0,0
4530,D,Ds;E,Kyriakopoulos,Sassuolo,2020_21,0.3277,21,5.79,5.86,1,0,1,1,0,0,0,0
5323,D,Dc,Martinez Quarta,Fiorentina,2020_21,0.3277,19,5.87,5.87,1,0,4,1,0,0,0,0
15,D,Dd;Dc,Masiello,Genoa,2020_21,0.3277,30,5.68,5.58,0,0,6,0,0,0,0,0
134,D,Ds;Dc,Barba,Benevento,2020_21,0.3277,32,5.7,5.58,0,2,8,0,0,0,1,0
295,D,Ds;E,Asamoah,Cagliari,2020_21,0.3277,7,5.93,5.93,0,0,0,0,0,0,0,0
418,D,Dc,Goldaniga,Genoa,2020_21,0.3277,24,5.85,5.73,0,1,8,0,0,0,0,0
425,D,Dc,Terzi,Spezia,2020_21,0.3277,24,5.67,5.65,1,1,7,1,0,0,0,0
1866,D,Dc,Ceppitelli,Cagliari,2020_21,0.3277,19,5.74,5.66,0,0,3,0,0,0,0,0
2016,D,Dc,Fazio,Roma,2020_21,0.3277,5,5.9,6.3,1,0,2,0,0,0,0,0
2083,D,Dd;Dc;E,Biraschi,Genoa,2020_21,0.3277,13,5.77,5.69,0,0,2,0,0,0,0,0
2141,D,Dd;E,Depaoli,Benevento,2020_21,0.3277,20,5.55,5.4,0,0,2,0,0,0,1,0
2174,D,Dd;Ds;E,Venuti,Fiorentina,2020_21,0.3277,24,5.67,5.58,0,1,3,0,0,0,1,0
2289,D,Ds;E,Dalbert,Inter,2020_21,0.3277,0,0,0,0,0,0,0,0,0,0,0
4245,D,Dc,Smalling,Roma,2020_21,0.3277,14,5.93,5.89,0,1,3,0,0,0,0,0
4331,D,Dc,Ibanez,Roma,2020_21,0.3277,30,5.82,5.67,0,1,5,1,0,0,1,0
4332,D,Dc,Demiral,Juventus,2020_21,0.3277,11,6.09,6.14,0,1,1,0,0,0,0,0
4494,D,Ds;Dc,Empereur,Verona,2020_21,0.3277,4,5.62,5.5,0,0,1,0,0,0,0,0
4495,D,Dc,Kumbulla,Roma,2020_21,0.3277,19,5.87,5.84,1,0,7,0,0,0,0,0
4881,D,Ds;E,Czyborra,Genoa,2020_21,0.3277,17,5.76,5.88,1,0,2,0,0,0,0,0
4925,D,Ds;Dc,Carboni A.,Cagliari,2020_21,0.3277,14,5.64,5.64,0,1,2,0,0,0,0,0
4967,D,Dc,Golemic,Crotone,2020_21,0.3277,28,5.46,5.57,2,0,4,1,0,1,0,0
4999,D,Ds;E,Ouwejan,Udinese,2020_21,0.3277,10,6.1,6.3,0,2,0,0,0,0,0,0
5000,D,Dc,Magallan,Crotone,2020_21,0.3277,28,5.55,5.52,1,1,10,0,0,0,0,0
45,D,Dd;Dc,Ferrari A.,Sampdoria,2020_21,0.3277,10,6,5.85,0,0,3,0,0,0,0,0
84,D,Dc,Marrone,Crotone,2020_21,0.3277,19,5.34,5.03,0,0,8,0,0,0,1,0
139,D,Dc,Dermaku,Parma,2020_21,0.3277,2,5.75,5.75,0,0,0,0,0,0,0,0
141,D,Dd;E,Laurini,Parma,2020_21,0.3277,12,5.5,5.46,0,0,1,0,0,0,0,0
327,D,Dd;Dc;E,Patric,Lazio,2020_21,0.3277,23,5.72,5.59,0,1,8,0,0,0,0,0
365,D,Dc,Zapata C.,Genoa,2020_21,0.3277,12,5.83,5.75,0,0,2,0,0,0,0,0
454,D,Dc,Capradossi,Spezia,2020_21,0.3277,1,6.5,6.5,0,0,0,0,0,0,0,0
578,D,Dc,Danilo Lar.,Bologna,2020_21,0.3277,35,5.6,5.51,0,1,8,0,0,0,0,0
824,D,Dd;E,Adjapong,Sassuolo,2020_21,0.3277,0,0,0,0,0,0,0,0,0,0,0
1864,D,Dc,Bruno Alves,Parma,2020_21,0.3277,19,5.5,5.58,1,0,3,0,0,0,0,0
2143,D,Dc,Cuomo,Crotone,2020_21,0.3277,12,5.58,5.42,0,0,4,0,0,0,0,0
2285,D,Dc,Bani,Parma,2020_21,0.3277,25,5.68,5.48,0,0,10,0,0,0,0,0
2288,D,Dc,N'koulou,Torino,2020_21,0.3277,18,5.64,5.67,1,0,5,0,0,0,0,0
2355,D,Dc,Marlon,Sassuolo,2020_21,0.3277,21,5.62,5.5,0,0,4,1,0,0,0,0
2724,D,Ds;Dc,Buongiorno,Torino,2020_21,0.3277,12,5.67,5.5,0,0,4,0,0,0,0,0
2746,D,Ds;E,Dijks,Bologna,2020_21,0.3277,20,5.7,5.52,0,0,5,1,0,0,0,0
4403,D,Dc,Chabot,Spezia,2020_21,0.3277,22,5.75,5.68,1,1,9,1,0,0,0,0
4407,D,Ds;Dc,Igor,Fiorentina,2020_21,0.3277,18,5.67,5.53,0,0,5,0,0,0,0,0
4529,D,Dd;Ds;E,Ankersen,Genoa,2020_21,0.3277,0,0,0,0,0,0,0,0,0,0,0
4934,D,Dc,Lovato,Verona,2020_21,0.3277,21,5.93,5.81,0,0,5,0,0,0,0,0
4960,D,Dc,Tuia,Benevento,2020_21,0.3277,26,5.6,5.6,1,0,6,0,0,0,0,0
4976,D,Dd;Dc,Kalulu,Milan,2020_21,0.3277,10,5.65,5.9,1,0,1,0,0,0,0,0
4983,D,Dd;E,Ferrer,Spezia,2020_21,0.3277,16,5.88,5.81,0,1,4,0,0,0,0,0
4985,D,Dd;E,Vignali,Spezia,2020_21,0.3277,21,5.57,5.43,0,0,4,1,0,0,0,0
5307,D,Dc,Valenti,Parma,2020_21,0.3277,9,5.44,5.44,0,0,0,0,0,0,0,0
5326,D,Dd;E,Busi,Parma,2020_21,0.3277,19,5.37,5.34,0,1,3,0,0,0,0,0
50,D,Dd;Ds;E,Mbaye,Bologna,2020_21,0.3277,7,5.64,5.93,1,0,2,0,0,0,0,0
106,D,Dd;Ds;E,Mattiello,Spezia,2020_21,0.3277,1,6,6,0,0,0,0,0,0,0,0
224,D,Dc,De Maio,Udinese,2020_21,0.3277,11,5.73,5.73,0,0,1,0,0,0,0,0
256,D,Ds;Dc,Juan Jesus,Roma,2020_21,0.3277,4,5.75,5.75,0,0,0,0,0,0,0,0
262,D,Dd;Ds;E,Santon,Roma,2020_21,0.3277,10,5.7,5.55,0,0,3,0,0,0,0,0
390,D,Ds;E,Ghoulam,Napoli,2020_21,0.3277,8,6.19,6.12,0,0,1,0,0,0,0,0
423,D,Dd;E,Rispoli,Crotone,2020_21,0.3277,15,5.77,5.63,0,0,4,0,0,0,0,0
1999,D,E,Lukaku J.,Lazio,2020_21,0.3277,0,0,0,0,0,0,0,0,0,0,0
2087,D,Ds;E,Olivera M.,Fiorentina,2020_21,0.3277,1,6,6,0,0,0,0,0,0,0,0
2116,D,Dd;E,Farago',Bologna,2020_21,0.3277,6,5.5,5.33,0,0,2,0,0,0,0,0
2171,D,Dc,Lyanco,Torino,2020_21,0.3277,23,5.5,5.33,0,0,8,0,0,0,0,0
2335,D,Dc,Luiz Felipe,Lazio,2020_21,0.3277,14,5.86,5.68,0,0,5,0,0,0,0,0
2795,D,Dd;E,Ter Avest,Udinese,2020_21,0.3277,5,5.4,5.4,0,0,0,0,0,0,0,0
2871,D,Dc,Klavan,Cagliari,2020_21,0.3277,11,5.55,5.5,0,0,1,0,0,0,0,0
4420,D,Ds;Dc,Bocchetti,Verona,2020_21,0.3277,0,0,0,0,0,0,0,0,0,0,0
4519,D,Dc,Cetin,Verona,2020_21,0.3277,6,5.92,5.83,0,0,1,0,0,0,0,0
4959,D,Ds;E,Foulon,Benevento,2020_21,0.3277,19,5.58,5.37,0,0,4,0,0,0,1,0
4966,D,Ds;Dc,Gigliotti,Crotone,2020_21,0.3277,0,0,0,0,0,0,0,0,0,0,0
4979,D,Dc,Ayhan,Sassuolo,2020_21,0.3277,13,5.81,5.73,0,0,2,0,0,0,0,0
4984,D,Ds;E,Ramos,Spezia,2020_21,0.3277,4,5.5,5.38,0,0,1,0,0,0,0,0
5293,D,E,Mojica,Atalanta,2020_21,0.3277,5,5.5,5.4,0,0,1,0,0,0,0,0
